particle_id,lat,lon,mass_kg,confidence,observation_timestamp
119,34.626539,34.884893,266.3,0.4042,2019-04-28T15:38:41
120,34.626539,34.884256,319.89,0.4038,2019-04-28T15:38:41
121,34.626539,34.883618,327.17,0.403,2019-04-28T15:38:41
122,34.626539,34.88298,247.99,0.3787,2019-04-28T15:38:41
123,34.626168,34.886807,150.36,0.3423,2019-04-28T15:38:41
124,34.626168,34.886169,248.66,0.4039,2019-04-28T15:38:41
125,34.626168,34.885531,314.06,0.4045,2019-04-28T15:38:41
126,34.626168,34.884893,272.61,0.4042,2019-04-28T15:38:41
127,34.626168,34.884256,267.17,0.4031,2019-04-28T15:38:41
128,34.626168,34.883618,311.84,0.3996,2019-04-28T15:38:41
129,34.626168,34.88298,230.89,0.3149,2019-04-28T15:38:41
130,34.625798,34.886807,208.36,0.3795,2019-04-28T15:38:41
131,34.625798,34.886169,286.92,0.4042,2019-04-28T15:38:41
132,34.625798,34.885531,315.66,0.4045,2019-04-28T15:38:41
133,34.625798,34.884893,280.39,0.4039,2019-04-28T15:38:41
134,34.625798,34.884256,224.7,0.4007,2019-04-28T15:38:41
135,34.625798,34.883618,253.22,0.3821,2019-04-28T15:38:41
136,34.625428,34.886807,258.96,0.3954,2019-04-28T15:38:41
137,34.625428,34.886169,301.32,0.4044,2019-04-28T15:38:41
138,34.625428,34.885531,299.81,0.4045,2019-04-28T15:38:41
139,34.625428,34.884893,297.57,0.4036,2019-04-28T15:38:41
140,34.625428,34.884256,233.5,0.3943,2019-04-28T15:38:41
141,34.625428,34.883618,164.04,0.3218,2019-04-28T15:38:41
142,34.625058,34.887445,198.68,0.3269,2019-04-28T15:38:41
143,34.625058,34.886807,305.34,0.4014,2019-04-28T15:38:41
144,34.625058,34.886169,318.84,0.4045,2019-04-28T15:38:41
145,34.625058,34.885531,263.34,0.4045,2019-04-28T15:38:41
146,34.625058,34.884893,292.47,0.4031,2019-04-28T15:38:41
147,34.625058,34.884256,253.81,0.3785,2019-04-28T15:38:41
148,34.624687,34.887445,264.5,0.3747,2019-04-28T15:38:41
149,34.624687,34.886807,295.41,0.4028,2019-04-28T15:38:41
150,34.624687,34.886169,302.98,0.4045,2019-04-28T15:38:41
151,34.624687,34.885531,287.11,0.4045,2019-04-28T15:38:41
152,34.624687,34.884893,281.86,0.4015,2019-04-28T15:38:41
153,34.624687,34.884256,211.16,0.3387,2019-04-28T15:38:41
154,34.624317,34.888082,237.74,0.3141,2019-04-28T15:38:41
155,34.624317,34.887445,297.56,0.3911,2019-04-28T15:38:41
156,34.624317,34.886807,290.86,0.4031,2019-04-28T15:38:41
157,34.624317,34.886169,312.45,0.4044,2019-04-28T15:38:41
158,34.624317,34.885531,321.86,0.4043,2019-04-28T15:38:41
159,34.624317,34.884893,299.61,0.3959,2019-04-28T15:38:41
160,34.624317,34.884256,155.81,0.2649,2019-04-28T15:38:41
161,34.623947,34.888082,228.8,0.3789,2019-04-28T15:38:41
162,34.623947,34.887445,286.13,0.3987,2019-04-28T15:38:41
163,34.623947,34.886807,253.06,0.4033,2019-04-28T15:38:41
164,34.623947,34.886169,310.77,0.4043,2019-04-28T15:38:41
165,34.623947,34.885531,313.58,0.4039,2019-04-28T15:38:41
166,34.623947,34.884893,243.23,0.3805,2019-04-28T15:38:41
167,34.623577,34.88872,275.58,0.3604,2019-04-28T15:38:41
168,34.623577,34.888082,250.16,0.3987,2019-04-28T15:38:41
169,34.623577,34.887445,220.73,0.4021,2019-04-28T15:38:41
170,34.623577,34.886807,231.03,0.4035,2019-04-28T15:38:41
171,34.623577,34.886169,244.06,0.4041,2019-04-28T15:38:41
172,34.623577,34.885531,290.58,0.4027,2019-04-28T15:38:41
173,34.623577,34.884893,205.18,0.3442,2019-04-28T15:38:41
174,34.623206,34.88872,269.4,0.3774,2019-04-28T15:38:41
175,34.623206,34.888082,239.65,0.3994,2019-04-28T15:38:41
176,34.623206,34.887445,233.78,0.4001,2019-04-28T15:38:41
177,34.623206,34.886807,229.4,0.4007,2019-04-28T15:38:41
178,34.623206,34.886169,206.1,0.4012,2019-04-28T15:38:41
179,34.623206,34.885531,275.36,0.3879,2019-04-28T15:38:41
180,34.622836,34.88872,243.71,0.3551,2019-04-28T15:38:41
181,34.622836,34.888082,210.9,0.3869,2019-04-28T15:38:41
182,34.622836,34.887445,240.4,0.3738,2019-04-28T15:38:41
183,34.622836,34.886807,189.55,0.3528,2019-04-28T15:38:41
184,34.622836,34.886169,185.83,0.3224,2019-04-28T15:38:41
185,34.622466,34.88872,215.05,0.3207,2019-04-28T15:38:41
186,34.622466,34.888082,214.05,0.3499,2019-04-28T15:38:41
187,34.622466,34.887445,157.0,0.2705,2019-04-28T15:38:41
188,34.622096,34.88872,159.47,0.2766,2019-04-28T15:38:41
189,34.622096,34.888082,156.56,0.2753,2019-04-28T15:38:41
190,34.616542,34.891271,138.46,0.2758,2019-04-28T15:38:41
191,34.616172,34.891271,141.43,0.3249,2019-04-28T15:38:41
192,34.616172,34.890633,182.16,0.2867,2019-04-28T15:38:41
193,34.615802,34.891271,218.92,0.3489,2019-04-28T15:38:41
194,34.615802,34.890633,147.93,0.3042,2019-04-28T15:38:41
195,34.615431,34.891271,235.97,0.356,2019-04-28T15:38:41
196,34.615431,34.890633,164.19,0.2991,2019-04-28T15:38:41
197,34.615061,34.891271,204.68,0.3624,2019-04-28T15:38:41
198,34.615061,34.890633,160.17,0.2938,2019-04-28T15:38:41
199,34.614691,34.891909,209.73,0.286,2019-04-28T15:38:41
200,34.614691,34.891271,238.21,0.3681,2019-04-28T15:38:41
201,34.614691,34.890633,128.99,0.2885,2019-04-28T15:38:41
202,34.614321,34.891909,211.97,0.2845,2019-04-28T15:38:41
203,34.614321,34.891271,246.6,0.3399,2019-04-28T15:38:41
204,34.61358,34.893185,179.12,0.3128,2019-04-28T15:38:41
205,34.61321,34.893822,136.42,0.2999,2019-04-28T15:38:41
206,34.61321,34.893185,213.04,0.3671,2019-04-28T15:38:41
207,34.61321,34.892547,161.01,0.2719,2019-04-28T15:38:41
208,34.61284,34.893822,180.02,0.3478,2019-04-28T15:38:41
209,34.61284,34.893185,255.08,0.3826,2019-04-28T15:38:41
210,34.61284,34.892547,169.92,0.2626,2019-04-28T15:38:41
211,34.612469,34.893822,237.43,0.3604,2019-04-28T15:38:41
212,34.612469,34.893185,285.73,0.3835,2019-04-28T15:38:41
213,34.612099,34.893822,241.29,0.3707,2019-04-28T15:38:41
214,34.612099,34.893185,287.86,0.3843,2019-04-28T15:38:41
215,34.611729,34.893822,215.39,0.3788,2019-04-28T15:38:41
216,34.611729,34.893185,289.96,0.3851,2019-04-28T15:38:41
217,34.611359,34.893822,248.73,0.3666,2019-04-28T15:38:41
218,34.611359,34.893185,268.14,0.3716,2019-04-28T15:38:41
219,34.610988,34.893822,216.74,0.3105,2019-04-28T15:38:41
220,34.610988,34.893185,222.46,0.3187,2019-04-28T15:38:41
221,34.602473,34.898924,116.83,0.2636,2019-04-28T15:38:41
222,34.602473,34.898287,189.26,0.3134,2019-04-28T15:38:41
223,34.602102,34.898924,207.97,0.3378,2019-04-28T15:38:41
224,34.602102,34.898287,187.03,0.3726,2019-04-28T15:38:41
225,34.602102,34.897649,180.0,0.3081,2019-04-28T15:38:41
226,34.601732,34.898924,253.68,0.3805,2019-04-28T15:38:41
227,34.601732,34.898287,221.69,0.3953,2019-04-28T15:38:41
228,34.601732,34.897649,215.06,0.3656,2019-04-28T15:38:41
229,34.601732,34.897011,170.57,0.2843,2019-04-28T15:38:41
230,34.601362,34.898924,259.94,0.3969,2019-04-28T15:38:41
231,34.601362,34.898287,288.54,0.4021,2019-04-28T15:38:41
232,34.601362,34.897649,201.08,0.3914,2019-04-28T15:38:41
233,34.601362,34.897011,208.49,0.3452,2019-04-28T15:38:41
234,34.600992,34.898924,225.18,0.3988,2019-04-28T15:38:41
235,34.600992,34.898287,295.54,0.403,2019-04-28T15:38:41
236,34.600992,34.897649,264.7,0.3971,2019-04-28T15:38:41
237,34.600992,34.897011,203.75,0.3711,2019-04-28T15:38:41
238,34.600992,34.896373,133.44,0.2933,2019-04-28T15:38:41
239,34.600622,34.898924,237.76,0.3937,2019-04-28T15:38:41
240,34.600622,34.898287,269.77,0.4023,2019-04-28T15:38:41
241,34.600622,34.897649,286.35,0.3968,2019-04-28T15:38:41
242,34.600622,34.897011,211.34,0.3795,2019-04-28T15:38:41
243,34.600622,34.896373,160.9,0.3336,2019-04-28T15:38:41
244,34.600251,34.898924,211.11,0.3845,2019-04-28T15:38:41
245,34.600251,34.898287,256.48,0.4012,2019-04-28T15:38:41
246,34.600251,34.897649,287.74,0.3966,2019-04-28T15:38:41
247,34.600251,34.897011,286.07,0.386,2019-04-28T15:38:41
248,34.600251,34.896373,195.12,0.3632,2019-04-28T15:38:41
249,34.599881,34.898924,159.04,0.3687,2019-04-28T15:38:41
250,34.599881,34.898287,191.24,0.3997,2019-04-28T15:38:41
251,34.599881,34.897649,240.94,0.3964,2019-04-28T15:38:41
252,34.599881,34.897011,318.8,0.3908,2019-04-28T15:38:41
253,34.599881,34.896373,211.13,0.3818,2019-04-28T15:38:41
254,34.599511,34.898924,198.7,0.3424,2019-04-28T15:38:41
255,34.599511,34.898287,205.21,0.3964,2019-04-28T15:38:41
256,34.599511,34.897649,255.95,0.3932,2019-04-28T15:38:41
257,34.599511,34.897011,295.7,0.3887,2019-04-28T15:38:41
258,34.599511,34.896373,247.54,0.3826,2019-04-28T15:38:41
259,34.599141,34.898924,144.15,0.3038,2019-04-28T15:38:41
260,34.599141,34.898287,204.34,0.3889,2019-04-28T15:38:41
261,34.599141,34.897649,207.46,0.3834,2019-04-28T15:38:41
262,34.599141,34.897011,241.89,0.3761,2019-04-28T15:38:41
263,34.599141,34.896373,248.82,0.3668,2019-04-28T15:38:41
264,34.59877,34.898287,180.9,0.375,2019-04-28T15:38:41
265,34.59877,34.897649,208.29,0.3663,2019-04-28T15:38:41
266,34.59877,34.897011,213.29,0.3555,2019-04-28T15:38:41
267,34.59877,34.896373,206.79,0.3424,2019-04-28T15:38:41
268,34.5984,34.898287,190.23,0.3515,2019-04-28T15:38:41
269,34.5984,34.897649,184.84,0.3391,2019-04-28T15:38:41
270,34.5984,34.897011,160.5,0.3248,2019-04-28T15:38:41
271,34.5984,34.896373,172.04,0.3089,2019-04-28T15:38:41
272,34.59803,34.898287,180.72,0.3491,2019-04-28T15:38:41
273,34.59803,34.897649,226.22,0.3259,2019-04-28T15:38:41
274,34.59803,34.897011,210.3,0.2979,2019-04-28T15:38:41
275,34.59803,34.896373,146.87,0.2675,2019-04-28T15:38:41
276,34.59766,34.898924,111.86,0.2641,2019-04-28T15:38:41
277,34.59766,34.898287,196.1,0.3704,2019-04-28T15:38:41
278,34.59766,34.897649,229.62,0.3346,2019-04-28T15:38:41
279,34.59766,34.897011,166.54,0.2812,2019-04-28T15:38:41
280,34.597289,34.898924,146.83,0.312,2019-04-28T15:38:41
281,34.597289,34.898287,247.15,0.3843,2019-04-28T15:38:41
282,34.597289,34.897649,221.7,0.3426,2019-04-28T15:38:41
283,34.597289,34.897011,141.01,0.2644,2019-04-28T15:38:41
284,34.596919,34.898924,163.73,0.3509,2019-04-28T15:38:41
285,34.596919,34.898287,272.64,0.3928,2019-04-28T15:38:41
286,34.596919,34.897649,240.2,0.35,2019-04-28T15:38:41
287,34.596549,34.898924,195.28,0.3773,2019-04-28T15:38:41
288,34.596549,34.898287,273.65,0.3987,2019-04-28T15:38:41
289,34.596549,34.897649,263.62,0.3673,2019-04-28T15:38:41
290,34.596179,34.898924,216.77,0.392,2019-04-28T15:38:41
291,34.596179,34.898287,280.69,0.4021,2019-04-28T15:38:41
292,34.596179,34.897649,294.97,0.3857,2019-04-28T15:38:41
293,34.596179,34.897011,196.33,0.3016,2019-04-28T15:38:41
294,34.595808,34.898924,240.97,0.399,2019-04-28T15:38:41
295,34.595808,34.898287,264.29,0.4036,2019-04-28T15:38:41
296,34.595808,34.897649,246.54,0.3954,2019-04-28T15:38:41
297,34.595808,34.897011,214.78,0.3381,2019-04-28T15:38:41
298,34.595438,34.898924,253.9,0.4021,2019-04-28T15:38:41
299,34.595438,34.898287,245.67,0.4042,2019-04-28T15:38:41
300,34.595438,34.897649,202.45,0.4002,2019-04-28T15:38:41
301,34.595438,34.897011,227.46,0.3648,2019-04-28T15:38:41
302,34.595068,34.898924,214.95,0.403,2019-04-28T15:38:41
303,34.595068,34.898287,272.74,0.4044,2019-04-28T15:38:41
304,34.595068,34.897649,236.56,0.4021,2019-04-28T15:38:41
305,34.595068,34.897011,233.58,0.3818,2019-04-28T15:38:41
306,34.595068,34.896373,173.23,0.2744,2019-04-28T15:38:41
307,34.594698,34.898924,191.3,0.4032,2019-04-28T15:38:41
308,34.594698,34.898287,309.25,0.4044,2019-04-28T15:38:41
309,34.594698,34.897649,311.35,0.403,2019-04-28T15:38:41
310,34.594698,34.897011,242.8,0.3919,2019-04-28T15:38:41
311,34.594698,34.896373,169.37,0.3247,2019-04-28T15:38:41
312,34.594327,34.898924,210.33,0.4033,2019-04-28T15:38:41
313,34.594327,34.898287,312.46,0.4045,2019-04-28T15:38:41
314,34.594327,34.897649,330.77,0.4036,2019-04-28T15:38:41
315,34.594327,34.897011,297.8,0.3976,2019-04-28T15:38:41
316,34.594327,34.896373,198.68,0.3619,2019-04-28T15:38:41
317,34.593957,34.898924,224.63,0.4034,2019-04-28T15:38:41
318,34.593957,34.898287,314.07,0.4045,2019-04-28T15:38:41
319,34.593957,34.897649,340.57,0.4039,2019-04-28T15:38:41
320,34.593957,34.897011,308.05,0.4008,2019-04-28T15:38:41
321,34.593957,34.896373,239.21,0.3836,2019-04-28T15:38:41
322,34.593587,34.898924,195.59,0.4022,2019-04-28T15:38:41
323,34.593587,34.898287,290.2,0.4044,2019-04-28T15:38:41
324,34.593587,34.897649,329.14,0.4035,2019-04-28T15:38:41
325,34.593587,34.897011,284.93,0.3992,2019-04-28T15:38:41
326,34.593587,34.896373,202.29,0.3793,2019-04-28T15:38:41
327,34.593217,34.898924,184.32,0.395,2019-04-28T15:38:41
328,34.593217,34.898287,253.24,0.4036,2019-04-28T15:38:41
329,34.593217,34.897649,293.45,0.4002,2019-04-28T15:38:41
330,34.593217,34.897011,229.8,0.3855,2019-04-28T15:38:41
331,34.593217,34.896373,154.89,0.3347,2019-04-28T15:38:41
332,34.592846,34.898924,171.9,0.3684,2019-04-28T15:38:41
333,34.592846,34.898287,240.05,0.4001,2019-04-28T15:38:41
334,34.592846,34.897649,258.06,0.3871,2019-04-28T15:38:41
335,34.592846,34.897011,197.33,0.3446,2019-04-28T15:38:41
336,34.592476,34.898924,175.34,0.2981,2019-04-28T15:38:41
337,34.592476,34.898287,203.81,0.385,2019-04-28T15:38:41
338,34.592476,34.897649,222.59,0.344,2019-04-28T15:38:41
339,34.592476,34.897011,148.99,0.2657,2019-04-28T15:38:41
340,34.592106,34.898287,174.1,0.3338,2019-04-28T15:38:41
341,34.589144,34.898287,181.4,0.2674,2019-04-28T15:38:41
342,34.588774,34.898287,178.07,0.2892,2019-04-28T15:38:41
343,34.588403,34.898287,188.6,0.3103,2019-04-28T15:38:41
344,34.588033,34.898287,177.0,0.3294,2019-04-28T15:38:41
345,34.588033,34.897649,181.79,0.2727,2019-04-28T15:38:41
346,34.587663,34.898287,143.6,0.2906,2019-04-28T15:38:41
347,34.565448,34.819203,142.45,0.2558,2019-04-28T15:38:41
348,34.565078,34.819203,193.02,0.2646,2019-04-28T15:38:41
349,34.565078,34.818565,186.78,0.2507,2019-04-28T15:38:41
350,34.564708,34.819841,183.43,0.2613,2019-04-28T15:38:41
351,34.564708,34.819203,208.62,0.27,2019-04-28T15:38:41
352,34.564708,34.818565,209.32,0.2566,2019-04-28T15:38:41
353,34.564338,34.819841,185.35,0.2716,2019-04-28T15:38:41
354,34.564338,34.819203,197.38,0.2721,2019-04-28T15:38:41
355,34.564338,34.818565,193.49,0.2625,2019-04-28T15:38:41
356,34.563967,34.819841,174.25,0.2777,2019-04-28T15:38:41
357,34.563967,34.819203,202.65,0.2778,2019-04-28T15:38:41
358,34.563967,34.818565,193.73,0.2628,2019-04-28T15:38:41
359,34.563597,34.819841,197.87,0.2819,2019-04-28T15:38:41
360,34.563597,34.819203,211.27,0.2866,2019-04-28T15:38:41
361,34.563597,34.818565,174.81,0.2547,2019-04-28T15:38:41
362,34.563227,34.819841,202.03,0.2831,2019-04-28T15:38:41
363,34.563227,34.819203,217.83,0.2908,2019-04-28T15:38:41
364,34.562857,34.819841,176.75,0.2817,2019-04-28T15:38:41
365,34.562857,34.819203,182.48,0.2908,2019-04-28T15:38:41
366,34.562486,34.819841,177.63,0.2745,2019-04-28T15:38:41
367,34.562486,34.819203,157.8,0.2834,2019-04-28T15:38:41
368,34.562116,34.819841,199.91,0.2628,2019-04-28T15:38:41
369,34.562116,34.819203,149.4,0.2702,2019-04-28T15:38:41
370,34.561746,34.819203,143.57,0.256,2019-04-28T15:38:41
