particle_id,step,time,lon,lat
66,0,2019-06-14 20:35:58,35.25881,34.06815
67,0,2019-06-14 20:35:58,35.25925,34.06815
68,0,2019-06-14 20:35:58,35.25968,34.06815
69,0,2019-06-14 20:35:58,35.26012,34.06815
70,0,2019-06-14 20:35:58,35.26056,34.06815
71,0,2019-06-14 20:35:58,35.26099,34.06815
72,0,2019-06-14 20:35:58,35.26143,34.06815
73,0,2019-06-14 20:35:58,35.26187,34.06815
74,0,2019-06-14 20:35:58,35.26231,34.06815
75,0,2019-06-14 20:35:58,35.26274,34.06815
76,0,2019-06-14 20:35:58,35.26318,34.06815
77,0,2019-06-14 20:35:58,35.25793,34.06867
78,0,2019-06-14 20:35:58,35.25837,34.06867
79,0,2019-06-14 20:35:58,35.25881,34.06867
80,0,2019-06-14 20:35:58,35.25925,34.06867
81,0,2019-06-14 20:35:58,35.25968,34.06867
82,0,2019-06-14 20:35:58,35.26012,34.06867
83,0,2019-06-14 20:35:58,35.26056,34.06867
84,0,2019-06-14 20:35:58,35.26099,34.06867
85,0,2019-06-14 20:35:58,35.26143,34.06867
86,0,2019-06-14 20:35:58,35.26187,34.06867
87,0,2019-06-14 20:35:58,35.26231,34.06867
88,0,2019-06-14 20:35:58,35.26274,34.06867
89,0,2019-06-14 20:35:58,35.26318,34.06867
90,0,2019-06-14 20:35:58,35.25793,34.0692
91,0,2019-06-14 20:35:58,35.25837,34.0692
92,0,2019-06-14 20:35:58,35.25881,34.0692
93,0,2019-06-14 20:35:58,35.25925,34.0692
94,0,2019-06-14 20:35:58,35.25968,34.0692
95,0,2019-06-14 20:35:58,35.26012,34.0692
96,0,2019-06-14 20:35:58,35.26056,34.0692
97,0,2019-06-14 20:35:58,35.26099,34.0692
98,0,2019-06-14 20:35:58,35.26143,34.0692
99,0,2019-06-14 20:35:58,35.26187,34.0692
100,0,2019-06-14 20:35:58,35.26231,34.0692
101,0,2019-06-14 20:35:58,35.26274,34.0692
102,0,2019-06-14 20:35:58,35.26318,34.0692
103,0,2019-06-14 20:35:58,35.26362,34.0692
104,0,2019-06-14 20:35:58,35.25837,34.06973
105,0,2019-06-14 20:35:58,35.25881,34.06973
106,0,2019-06-14 20:35:58,35.25925,34.06973
107,0,2019-06-14 20:35:58,35.25968,34.06973
108,0,2019-06-14 20:35:58,35.26012,34.06973
109,0,2019-06-14 20:35:58,35.26056,34.06973
110,0,2019-06-14 20:35:58,35.26099,34.06973
111,0,2019-06-14 20:35:58,35.26143,34.06973
112,0,2019-06-14 20:35:58,35.26187,34.06973
113,0,2019-06-14 20:35:58,35.26231,34.06973
114,0,2019-06-14 20:35:58,35.26274,34.06973
115,0,2019-06-14 20:35:58,35.26318,34.06973
116,0,2019-06-14 20:35:58,35.26362,34.06973
117,0,2019-06-14 20:35:58,35.26405,34.06973
118,0,2019-06-14 20:35:58,35.25837,34.07026
119,0,2019-06-14 20:35:58,35.25881,34.07026
120,0,2019-06-14 20:35:58,35.25925,34.07026
121,0,2019-06-14 20:35:58,35.25968,34.07026
122,0,2019-06-14 20:35:58,35.26012,34.07026
123,0,2019-06-14 20:35:58,35.26056,34.07026
124,0,2019-06-14 20:35:58,35.26099,34.07026
125,0,2019-06-14 20:35:58,35.26143,34.07026
126,0,2019-06-14 20:35:58,35.26187,34.07026
127,0,2019-06-14 20:35:58,35.26231,34.07026
128,0,2019-06-14 20:35:58,35.26274,34.07026
129,0,2019-06-14 20:35:58,35.26318,34.07026
130,0,2019-06-14 20:35:58,35.26362,34.07026
131,0,2019-06-14 20:35:58,35.26405,34.07026
132,0,2019-06-14 20:35:58,35.26449,34.07026
133,0,2019-06-14 20:35:58,35.25881,34.07078
134,0,2019-06-14 20:35:58,35.25925,34.07078
135,0,2019-06-14 20:35:58,35.25968,34.07078
136,0,2019-06-14 20:35:58,35.26012,34.07078
137,0,2019-06-14 20:35:58,35.26056,34.07078
138,0,2019-06-14 20:35:58,35.26099,34.07078
139,0,2019-06-14 20:35:58,35.26143,34.07078
140,0,2019-06-14 20:35:58,35.26187,34.07078
141,0,2019-06-14 20:35:58,35.26231,34.07078
142,0,2019-06-14 20:35:58,35.26274,34.07078
143,0,2019-06-14 20:35:58,35.26318,34.07078
144,0,2019-06-14 20:35:58,35.26362,34.07078
145,0,2019-06-14 20:35:58,35.26405,34.07078
146,0,2019-06-14 20:35:58,35.26449,34.07078
147,0,2019-06-14 20:35:58,35.26493,34.07078
148,0,2019-06-14 20:35:58,35.25881,34.07131
149,0,2019-06-14 20:35:58,35.25925,34.07131
150,0,2019-06-14 20:35:58,35.25968,34.07131
151,0,2019-06-14 20:35:58,35.26012,34.07131
152,0,2019-06-14 20:35:58,35.26056,34.07131
153,0,2019-06-14 20:35:58,35.26099,34.07131
154,0,2019-06-14 20:35:58,35.26143,34.07131
155,0,2019-06-14 20:35:58,35.26187,34.07131
156,0,2019-06-14 20:35:58,35.26231,34.07131
157,0,2019-06-14 20:35:58,35.26274,34.07131
158,0,2019-06-14 20:35:58,35.26318,34.07131
159,0,2019-06-14 20:35:58,35.26362,34.07131
160,0,2019-06-14 20:35:58,35.26405,34.07131
161,0,2019-06-14 20:35:58,35.26449,34.07131
162,0,2019-06-14 20:35:58,35.26493,34.07131
163,0,2019-06-14 20:35:58,35.26537,34.07131
164,0,2019-06-14 20:35:58,35.2658,34.07131
165,0,2019-06-14 20:35:58,35.25881,34.07183
166,0,2019-06-14 20:35:58,35.25925,34.07183
167,0,2019-06-14 20:35:58,35.25968,34.07183
168,0,2019-06-14 20:35:58,35.26012,34.07183
169,0,2019-06-14 20:35:58,35.26056,34.07183
170,0,2019-06-14 20:35:58,35.26099,34.07183
171,0,2019-06-14 20:35:58,35.26143,34.07183
172,0,2019-06-14 20:35:58,35.26187,34.07183
173,0,2019-06-14 20:35:58,35.26231,34.07183
174,0,2019-06-14 20:35:58,35.26274,34.07183
175,0,2019-06-14 20:35:58,35.26318,34.07183
176,0,2019-06-14 20:35:58,35.26362,34.07183
177,0,2019-06-14 20:35:58,35.26405,34.07183
178,0,2019-06-14 20:35:58,35.26449,34.07183
179,0,2019-06-14 20:35:58,35.26493,34.07183
180,0,2019-06-14 20:35:58,35.26537,34.07183
181,0,2019-06-14 20:35:58,35.2658,34.07183
182,0,2019-06-14 20:35:58,35.26624,34.07183
183,0,2019-06-14 20:35:58,35.25925,34.07236
184,0,2019-06-14 20:35:58,35.25968,34.07236
185,0,2019-06-14 20:35:58,35.26012,34.07236
186,0,2019-06-14 20:35:58,35.26056,34.07236
187,0,2019-06-14 20:35:58,35.26099,34.07236
188,0,2019-06-14 20:35:58,35.26143,34.07236
189,0,2019-06-14 20:35:58,35.26187,34.07236
190,0,2019-06-14 20:35:58,35.26231,34.07236
191,0,2019-06-14 20:35:58,35.26274,34.07236
192,0,2019-06-14 20:35:58,35.26318,34.07236
193,0,2019-06-14 20:35:58,35.26362,34.07236
194,0,2019-06-14 20:35:58,35.26405,34.07236
195,0,2019-06-14 20:35:58,35.26449,34.07236
196,0,2019-06-14 20:35:58,35.26493,34.07236
197,0,2019-06-14 20:35:58,35.26537,34.07236
198,0,2019-06-14 20:35:58,35.2658,34.07236
199,0,2019-06-14 20:35:58,35.26624,34.07236
200,0,2019-06-14 20:35:58,35.25925,34.07289
201,0,2019-06-14 20:35:58,35.25968,34.07289
202,0,2019-06-14 20:35:58,35.26012,34.07289
203,0,2019-06-14 20:35:58,35.26056,34.07289
204,0,2019-06-14 20:35:58,35.26099,34.07289
205,0,2019-06-14 20:35:58,35.26143,34.07289
206,0,2019-06-14 20:35:58,35.26187,34.07289
207,0,2019-06-14 20:35:58,35.26231,34.07289
208,0,2019-06-14 20:35:58,35.26274,34.07289
209,0,2019-06-14 20:35:58,35.26318,34.07289
210,0,2019-06-14 20:35:58,35.26362,34.07289
211,0,2019-06-14 20:35:58,35.26405,34.07289
212,0,2019-06-14 20:35:58,35.26449,34.07289
213,0,2019-06-14 20:35:58,35.26537,34.07289
214,0,2019-06-14 20:35:58,35.2658,34.07289
215,0,2019-06-14 20:35:58,35.26624,34.07289
216,0,2019-06-14 20:35:58,35.26668,34.07289
217,0,2019-06-14 20:35:58,35.25968,34.07341
218,0,2019-06-14 20:35:58,35.26012,34.07341
219,0,2019-06-14 20:35:58,35.26056,34.07341
220,0,2019-06-14 20:35:58,35.26099,34.07341
221,0,2019-06-14 20:35:58,35.26143,34.07341
222,0,2019-06-14 20:35:58,35.26187,34.07341
223,0,2019-06-14 20:35:58,35.26231,34.07341
224,0,2019-06-14 20:35:58,35.26274,34.07341
225,0,2019-06-14 20:35:58,35.26318,34.07341
226,0,2019-06-14 20:35:58,35.26362,34.07341
227,0,2019-06-14 20:35:58,35.26405,34.07341
228,0,2019-06-14 20:35:58,35.2658,34.07341
229,0,2019-06-14 20:35:58,35.26624,34.07341
230,0,2019-06-14 20:35:58,35.26668,34.07341
231,0,2019-06-14 20:35:58,35.25968,34.07394
232,0,2019-06-14 20:35:58,35.26012,34.07394
233,0,2019-06-14 20:35:58,35.26056,34.07394
234,0,2019-06-14 20:35:58,35.26099,34.07394
235,0,2019-06-14 20:35:58,35.26143,34.07394
236,0,2019-06-14 20:35:58,35.26187,34.07394
237,0,2019-06-14 20:35:58,35.26231,34.07394
238,0,2019-06-14 20:35:58,35.26274,34.07394
239,0,2019-06-14 20:35:58,35.26318,34.07394
240,0,2019-06-14 20:35:58,35.26362,34.07394
241,0,2019-06-14 20:35:58,35.2658,34.07394
242,0,2019-06-14 20:35:58,35.26624,34.07394
243,0,2019-06-14 20:35:58,35.26668,34.07394
244,0,2019-06-14 20:35:58,35.26712,34.07394
245,0,2019-06-14 20:35:58,35.25968,34.07447
246,0,2019-06-14 20:35:58,35.26012,34.07447
247,0,2019-06-14 20:35:58,35.26056,34.07447
248,0,2019-06-14 20:35:58,35.26099,34.07447
249,0,2019-06-14 20:35:58,35.26143,34.07447
250,0,2019-06-14 20:35:58,35.26187,34.07447
251,0,2019-06-14 20:35:58,35.26231,34.07447
252,0,2019-06-14 20:35:58,35.26274,34.07447
253,0,2019-06-14 20:35:58,35.26318,34.07447
254,0,2019-06-14 20:35:58,35.26624,34.07447
255,0,2019-06-14 20:35:58,35.26668,34.07447
256,0,2019-06-14 20:35:58,35.26712,34.07447
257,0,2019-06-14 20:35:58,35.26755,34.07447
258,0,2019-06-14 20:35:58,35.26799,34.07447
259,0,2019-06-14 20:35:58,35.25968,34.075
260,0,2019-06-14 20:35:58,35.26187,34.075
261,0,2019-06-14 20:35:58,35.26231,34.075
262,0,2019-06-14 20:35:58,35.26274,34.075
263,0,2019-06-14 20:35:58,35.26318,34.075
264,0,2019-06-14 20:35:58,35.26624,34.075
265,0,2019-06-14 20:35:58,35.26668,34.075
266,0,2019-06-14 20:35:58,35.26712,34.075
267,0,2019-06-14 20:35:58,35.26755,34.075
268,0,2019-06-14 20:35:58,35.26799,34.075
269,0,2019-06-14 20:35:58,35.26843,34.075
270,0,2019-06-14 20:35:58,35.26668,34.07552
271,0,2019-06-14 20:35:58,35.26712,34.07552
272,0,2019-06-14 20:35:58,35.26755,34.07552
273,0,2019-06-14 20:35:58,35.26799,34.07552
274,0,2019-06-14 20:35:58,35.26843,34.07552
275,0,2019-06-14 20:35:58,35.26886,34.07552
276,0,2019-06-14 20:35:58,35.26668,34.07605
277,0,2019-06-14 20:35:58,35.26712,34.07605
278,0,2019-06-14 20:35:58,35.26755,34.07605
279,0,2019-06-14 20:35:58,35.26799,34.07605
280,0,2019-06-14 20:35:58,35.26843,34.07605
281,0,2019-06-14 20:35:58,35.26886,34.07605
282,0,2019-06-14 20:35:58,35.2693,34.07605
283,0,2019-06-14 20:35:58,35.26974,34.07605
284,0,2019-06-14 20:35:58,35.26668,34.07658
285,0,2019-06-14 20:35:58,35.26712,34.07658
286,0,2019-06-14 20:35:58,35.26755,34.07658
287,0,2019-06-14 20:35:58,35.26799,34.07658
288,0,2019-06-14 20:35:58,35.26843,34.07658
289,0,2019-06-14 20:35:58,35.26886,34.07658
290,0,2019-06-14 20:35:58,35.2693,34.07658
291,0,2019-06-14 20:35:58,35.26974,34.07658
292,0,2019-06-14 20:35:58,35.26668,34.0771
293,0,2019-06-14 20:35:58,35.26712,34.0771
294,0,2019-06-14 20:35:58,35.26755,34.0771
295,0,2019-06-14 20:35:58,35.26799,34.0771
296,0,2019-06-14 20:35:58,35.26843,34.0771
297,0,2019-06-14 20:35:58,35.26886,34.0771
298,0,2019-06-14 20:35:58,35.2693,34.0771
299,0,2019-06-14 20:35:58,35.26974,34.0771
300,0,2019-06-14 20:35:58,35.27018,34.0771
301,0,2019-06-14 20:35:58,35.26668,34.07763
302,0,2019-06-14 20:35:58,35.26712,34.07763
303,0,2019-06-14 20:35:58,35.26755,34.07763
304,0,2019-06-14 20:35:58,35.26799,34.07763
305,0,2019-06-14 20:35:58,35.26843,34.07763
306,0,2019-06-14 20:35:58,35.26886,34.07763
307,0,2019-06-14 20:35:58,35.2693,34.07763
308,0,2019-06-14 20:35:58,35.26974,34.07763
309,0,2019-06-14 20:35:58,35.27018,34.07763
310,0,2019-06-14 20:35:58,35.26712,34.07816
311,0,2019-06-14 20:35:58,35.26755,34.07816
312,0,2019-06-14 20:35:58,35.26799,34.07816
313,0,2019-06-14 20:35:58,35.26843,34.07816
314,0,2019-06-14 20:35:58,35.26886,34.07816
315,0,2019-06-14 20:35:58,35.2693,34.07816
316,0,2019-06-14 20:35:58,35.26974,34.07816
317,0,2019-06-14 20:35:58,35.27018,34.07816
318,0,2019-06-14 20:35:58,35.27061,34.07816
319,0,2019-06-14 20:35:58,35.26712,34.07869
320,0,2019-06-14 20:35:58,35.26755,34.07869
321,0,2019-06-14 20:35:58,35.26799,34.07869
322,0,2019-06-14 20:35:58,35.26843,34.07869
323,0,2019-06-14 20:35:58,35.26886,34.07869
324,0,2019-06-14 20:35:58,35.2693,34.07869
325,0,2019-06-14 20:35:58,35.26974,34.07869
326,0,2019-06-14 20:35:58,35.27018,34.07869
327,0,2019-06-14 20:35:58,35.27061,34.07869
328,0,2019-06-14 20:35:58,35.26712,34.07921
329,0,2019-06-14 20:35:58,35.26755,34.07921
330,0,2019-06-14 20:35:58,35.26799,34.07921
331,0,2019-06-14 20:35:58,35.26843,34.07921
332,0,2019-06-14 20:35:58,35.26886,34.07921
333,0,2019-06-14 20:35:58,35.2693,34.07921
334,0,2019-06-14 20:35:58,35.26974,34.07921
335,0,2019-06-14 20:35:58,35.27018,34.07921
336,0,2019-06-14 20:35:58,35.27061,34.07921
337,0,2019-06-14 20:35:58,35.27105,34.07921
338,0,2019-06-14 20:35:58,35.26712,34.07974
339,0,2019-06-14 20:35:58,35.26755,34.07974
340,0,2019-06-14 20:35:58,35.26799,34.07974
341,0,2019-06-14 20:35:58,35.26843,34.07974
342,0,2019-06-14 20:35:58,35.26886,34.07974
343,0,2019-06-14 20:35:58,35.2693,34.07974
344,0,2019-06-14 20:35:58,35.26974,34.07974
345,0,2019-06-14 20:35:58,35.27018,34.07974
346,0,2019-06-14 20:35:58,35.27061,34.07974
347,0,2019-06-14 20:35:58,35.27105,34.07974
348,0,2019-06-14 20:35:58,35.27149,34.07974
349,0,2019-06-14 20:35:58,35.26712,34.08027
350,0,2019-06-14 20:35:58,35.26755,34.08027
351,0,2019-06-14 20:35:58,35.26799,34.08027
352,0,2019-06-14 20:35:58,35.26843,34.08027
353,0,2019-06-14 20:35:58,35.26886,34.08027
354,0,2019-06-14 20:35:58,35.2693,34.08027
355,0,2019-06-14 20:35:58,35.26974,34.08027
356,0,2019-06-14 20:35:58,35.27018,34.08027
357,0,2019-06-14 20:35:58,35.27061,34.08027
358,0,2019-06-14 20:35:58,35.27105,34.08027
359,0,2019-06-14 20:35:58,35.27149,34.08027
360,0,2019-06-14 20:35:58,35.27193,34.08027
361,0,2019-06-14 20:35:58,35.26712,34.08079
362,0,2019-06-14 20:35:58,35.26755,34.08079
363,0,2019-06-14 20:35:58,35.26799,34.08079
364,0,2019-06-14 20:35:58,35.26843,34.08079
365,0,2019-06-14 20:35:58,35.26886,34.08079
366,0,2019-06-14 20:35:58,35.2693,34.08079
367,0,2019-06-14 20:35:58,35.26974,34.08079
368,0,2019-06-14 20:35:58,35.27018,34.08079
369,0,2019-06-14 20:35:58,35.27061,34.08079
370,0,2019-06-14 20:35:58,35.27105,34.08079
371,0,2019-06-14 20:35:58,35.27149,34.08079
372,0,2019-06-14 20:35:58,35.27193,34.08079
373,0,2019-06-14 20:35:58,35.26712,34.08132
374,0,2019-06-14 20:35:58,35.26755,34.08132
375,0,2019-06-14 20:35:58,35.26799,34.08132
376,0,2019-06-14 20:35:58,35.26843,34.08132
377,0,2019-06-14 20:35:58,35.26886,34.08132
378,0,2019-06-14 20:35:58,35.2693,34.08132
379,0,2019-06-14 20:35:58,35.26974,34.08132
380,0,2019-06-14 20:35:58,35.27018,34.08132
381,0,2019-06-14 20:35:58,35.27061,34.08132
382,0,2019-06-14 20:35:58,35.27105,34.08132
383,0,2019-06-14 20:35:58,35.27149,34.08132
384,0,2019-06-14 20:35:58,35.27193,34.08132
385,0,2019-06-14 20:35:58,35.26668,34.08184
386,0,2019-06-14 20:35:58,35.26712,34.08184
387,0,2019-06-14 20:35:58,35.26755,34.08184
388,0,2019-06-14 20:35:58,35.26799,34.08184
389,0,2019-06-14 20:35:58,35.26843,34.08184
390,0,2019-06-14 20:35:58,35.26886,34.08184
391,0,2019-06-14 20:35:58,35.2693,34.08184
392,0,2019-06-14 20:35:58,35.26974,34.08184
393,0,2019-06-14 20:35:58,35.27018,34.08184
394,0,2019-06-14 20:35:58,35.27061,34.08184
395,0,2019-06-14 20:35:58,35.27105,34.08184
396,0,2019-06-14 20:35:58,35.27149,34.08184
397,0,2019-06-14 20:35:58,35.27193,34.08184
398,0,2019-06-14 20:35:58,35.27236,34.08184
399,0,2019-06-14 20:35:58,35.26712,34.08237
400,0,2019-06-14 20:35:58,35.26755,34.08237
401,0,2019-06-14 20:35:58,35.26799,34.08237
402,0,2019-06-14 20:35:58,35.26843,34.08237
403,0,2019-06-14 20:35:58,35.26886,34.08237
404,0,2019-06-14 20:35:58,35.2693,34.08237
405,0,2019-06-14 20:35:58,35.26974,34.08237
406,0,2019-06-14 20:35:58,35.27018,34.08237
407,0,2019-06-14 20:35:58,35.27061,34.08237
408,0,2019-06-14 20:35:58,35.27105,34.08237
409,0,2019-06-14 20:35:58,35.27149,34.08237
410,0,2019-06-14 20:35:58,35.27193,34.08237
411,0,2019-06-14 20:35:58,35.27236,34.08237
412,0,2019-06-14 20:35:58,35.26843,34.0829
413,0,2019-06-14 20:35:58,35.26886,34.0829
414,0,2019-06-14 20:35:58,35.2693,34.0829
415,0,2019-06-14 20:35:58,35.26974,34.0829
416,0,2019-06-14 20:35:58,35.27018,34.0829
417,0,2019-06-14 20:35:58,35.27061,34.0829
418,0,2019-06-14 20:35:58,35.27105,34.0829
419,0,2019-06-14 20:35:58,35.27149,34.0829
420,0,2019-06-14 20:35:58,35.27193,34.0829
421,0,2019-06-14 20:35:58,35.27236,34.0829
422,0,2019-06-14 20:35:58,35.2728,34.0829
423,0,2019-06-14 20:35:58,35.26886,34.08343
424,0,2019-06-14 20:35:58,35.2693,34.08343
425,0,2019-06-14 20:35:58,35.26974,34.08343
426,0,2019-06-14 20:35:58,35.27018,34.08343
427,0,2019-06-14 20:35:58,35.27061,34.08343
428,0,2019-06-14 20:35:58,35.27105,34.08343
429,0,2019-06-14 20:35:58,35.27149,34.08343
430,0,2019-06-14 20:35:58,35.27193,34.08343
431,0,2019-06-14 20:35:58,35.27236,34.08343
432,0,2019-06-14 20:35:58,35.2728,34.08343
433,0,2019-06-14 20:35:58,35.27324,34.08343
434,0,2019-06-14 20:35:58,35.2693,34.08395
435,0,2019-06-14 20:35:58,35.26974,34.08395
436,0,2019-06-14 20:35:58,35.27018,34.08395
437,0,2019-06-14 20:35:58,35.27061,34.08395
438,0,2019-06-14 20:35:58,35.27105,34.08395
439,0,2019-06-14 20:35:58,35.27149,34.08395
440,0,2019-06-14 20:35:58,35.27193,34.08395
441,0,2019-06-14 20:35:58,35.27236,34.08395
442,0,2019-06-14 20:35:58,35.2728,34.08395
443,0,2019-06-14 20:35:58,35.27324,34.08395
444,0,2019-06-14 20:35:58,35.2693,34.08448
445,0,2019-06-14 20:35:58,35.26974,34.08448
446,0,2019-06-14 20:35:58,35.27018,34.08448
447,0,2019-06-14 20:35:58,35.27061,34.08448
448,0,2019-06-14 20:35:58,35.27105,34.08448
449,0,2019-06-14 20:35:58,35.27149,34.08448
450,0,2019-06-14 20:35:58,35.27193,34.08448
451,0,2019-06-14 20:35:58,35.27236,34.08448
452,0,2019-06-14 20:35:58,35.2728,34.08448
453,0,2019-06-14 20:35:58,35.27324,34.08448
454,0,2019-06-14 20:35:58,35.27367,34.08448
455,0,2019-06-14 20:35:58,35.26974,34.08501
456,0,2019-06-14 20:35:58,35.27018,34.08501
457,0,2019-06-14 20:35:58,35.27061,34.08501
458,0,2019-06-14 20:35:58,35.27105,34.08501
459,0,2019-06-14 20:35:58,35.27149,34.08501
460,0,2019-06-14 20:35:58,35.27193,34.08501
461,0,2019-06-14 20:35:58,35.27236,34.08501
462,0,2019-06-14 20:35:58,35.2728,34.08501
463,0,2019-06-14 20:35:58,35.27324,34.08501
464,0,2019-06-14 20:35:58,35.27367,34.08501
465,0,2019-06-14 20:35:58,35.27018,34.08553
466,0,2019-06-14 20:35:58,35.27061,34.08553
467,0,2019-06-14 20:35:58,35.27105,34.08553
468,0,2019-06-14 20:35:58,35.27149,34.08553
469,0,2019-06-14 20:35:58,35.27193,34.08553
470,0,2019-06-14 20:35:58,35.27236,34.08553
471,0,2019-06-14 20:35:58,35.2728,34.08553
472,0,2019-06-14 20:35:58,35.27324,34.08553
473,0,2019-06-14 20:35:58,35.27367,34.08553
474,0,2019-06-14 20:35:58,35.27411,34.08553
475,0,2019-06-14 20:35:58,35.27061,34.08606
476,0,2019-06-14 20:35:58,35.27105,34.08606
477,0,2019-06-14 20:35:58,35.27149,34.08606
478,0,2019-06-14 20:35:58,35.27193,34.08606
479,0,2019-06-14 20:35:58,35.27236,34.08606
480,0,2019-06-14 20:35:58,35.2728,34.08606
481,0,2019-06-14 20:35:58,35.27324,34.08606
482,0,2019-06-14 20:35:58,35.27367,34.08606
483,0,2019-06-14 20:35:58,35.27411,34.08606
484,0,2019-06-14 20:35:58,35.27455,34.08606
485,0,2019-06-14 20:35:58,35.27061,34.08659
486,0,2019-06-14 20:35:58,35.27105,34.08659
487,0,2019-06-14 20:35:58,35.27149,34.08659
488,0,2019-06-14 20:35:58,35.27193,34.08659
489,0,2019-06-14 20:35:58,35.27236,34.08659
490,0,2019-06-14 20:35:58,35.2728,34.08659
491,0,2019-06-14 20:35:58,35.27324,34.08659
492,0,2019-06-14 20:35:58,35.27367,34.08659
493,0,2019-06-14 20:35:58,35.27411,34.08659
494,0,2019-06-14 20:35:58,35.27455,34.08659
495,0,2019-06-14 20:35:58,35.27105,34.08712
496,0,2019-06-14 20:35:58,35.27149,34.08712
497,0,2019-06-14 20:35:58,35.27193,34.08712
498,0,2019-06-14 20:35:58,35.27236,34.08712
499,0,2019-06-14 20:35:58,35.2728,34.08712
500,0,2019-06-14 20:35:58,35.27324,34.08712
501,0,2019-06-14 20:35:58,35.27367,34.08712
502,0,2019-06-14 20:35:58,35.27411,34.08712
503,0,2019-06-14 20:35:58,35.27455,34.08712
504,0,2019-06-14 20:35:58,35.27499,34.08712
505,0,2019-06-14 20:35:58,35.27105,34.08764
506,0,2019-06-14 20:35:58,35.27149,34.08764
507,0,2019-06-14 20:35:58,35.27193,34.08764
508,0,2019-06-14 20:35:58,35.27236,34.08764
509,0,2019-06-14 20:35:58,35.2728,34.08764
510,0,2019-06-14 20:35:58,35.27324,34.08764
511,0,2019-06-14 20:35:58,35.27367,34.08764
512,0,2019-06-14 20:35:58,35.27411,34.08764
513,0,2019-06-14 20:35:58,35.27455,34.08764
514,0,2019-06-14 20:35:58,35.27499,34.08764
515,0,2019-06-14 20:35:58,35.27149,34.08817
516,0,2019-06-14 20:35:58,35.27193,34.08817
