particle_id,lat,lon,mass_kg,confidence,observation_timestamp
44,34.067092,35.259245,210.37,0.36,2019-06-14T20:35:58
45,34.067092,35.259682,225.15,0.3728,2019-06-14T20:35:58
46,34.067092,35.26012,225.93,0.3815,2019-06-14T20:35:58
47,34.067092,35.260557,243.47,0.388,2019-06-14T20:35:58
48,34.067092,35.260994,241.82,0.3928,2019-06-14T20:35:58
49,34.067092,35.261431,225.58,0.3887,2019-06-14T20:35:58
50,34.067092,35.261869,202.22,0.3657,2019-06-14T20:35:58
51,34.067092,35.262306,187.24,0.3204,2019-06-14T20:35:58
52,34.067619,35.257933,175.61,0.287,2019-06-14T20:35:58
53,34.067619,35.25837,189.91,0.3186,2019-06-14T20:35:58
54,34.067619,35.258808,205.75,0.3452,2019-06-14T20:35:58
55,34.067619,35.259245,214.88,0.3653,2019-06-14T20:35:58
56,34.067619,35.259682,214.86,0.3779,2019-06-14T20:35:58
57,34.067619,35.26012,229.84,0.3856,2019-06-14T20:35:58
58,34.067619,35.260557,253.12,0.3912,2019-06-14T20:35:58
59,34.067619,35.260994,241.77,0.3952,2019-06-14T20:35:58
60,34.067619,35.261431,211.23,0.3932,2019-06-14T20:35:58
61,34.067619,35.261869,218.06,0.3809,2019-06-14T20:35:58
62,34.067619,35.262306,214.54,0.3576,2019-06-14T20:35:58
63,34.067619,35.262743,182.8,0.3193,2019-06-14T20:35:58
64,34.068146,35.257933,161.47,0.2801,2019-06-14T20:35:58
65,34.068146,35.25837,174.18,0.315,2019-06-14T20:35:58
66,34.068146,35.258808,216.11,0.3444,2019-06-14T20:35:58
67,34.068146,35.259245,255.66,0.3663,2019-06-14T20:35:58
68,34.068146,35.259682,241.97,0.3785,2019-06-14T20:35:58
69,34.068146,35.26012,234.18,0.3853,2019-06-14T20:35:58
70,34.068146,35.260557,243.4,0.3904,2019-06-14T20:35:58
71,34.068146,35.260994,248.86,0.3941,2019-06-14T20:35:58
72,34.068146,35.261431,243.37,0.3928,2019-06-14T20:35:58
73,34.068146,35.261869,218.42,0.3841,2019-06-14T20:35:58
74,34.068146,35.262306,206.0,0.3699,2019-06-14T20:35:58
75,34.068146,35.262743,176.08,0.3481,2019-06-14T20:35:58
76,34.068146,35.263181,155.92,0.286,2019-06-14T20:35:58
77,34.068673,35.257933,166.02,0.2731,2019-06-14T20:35:58
78,34.068673,35.25837,188.03,0.3113,2019-06-14T20:35:58
79,34.068673,35.258808,214.29,0.3437,2019-06-14T20:35:58
80,34.068673,35.259245,227.52,0.3672,2019-06-14T20:35:58
81,34.068673,35.259682,223.06,0.3792,2019-06-14T20:35:58
82,34.068673,35.26012,233.99,0.3849,2019-06-14T20:35:58
83,34.068673,35.260557,256.59,0.3895,2019-06-14T20:35:58
84,34.068673,35.260994,238.88,0.393,2019-06-14T20:35:58
85,34.068673,35.261431,261.59,0.3924,2019-06-14T20:35:58
86,34.068673,35.261869,220.05,0.387,2019-06-14T20:35:58
87,34.068673,35.262306,230.62,0.3794,2019-06-14T20:35:58
88,34.068673,35.262743,218.51,0.369,2019-06-14T20:35:58
89,34.068673,35.263181,171.24,0.3333,2019-06-14T20:35:58
90,34.0692,35.257933,152.39,0.2662,2019-06-14T20:35:58
91,34.0692,35.25837,184.56,0.3076,2019-06-14T20:35:58
92,34.0692,35.258808,200.37,0.3429,2019-06-14T20:35:58
93,34.0692,35.259245,225.21,0.3681,2019-06-14T20:35:58
94,34.0692,35.259682,244.29,0.3798,2019-06-14T20:35:58
95,34.0692,35.26012,235.3,0.3846,2019-06-14T20:35:58
96,34.0692,35.260557,217.88,0.3885,2019-06-14T20:35:58
97,34.0692,35.260994,224.27,0.3917,2019-06-14T20:35:58
98,34.0692,35.261431,245.94,0.392,2019-06-14T20:35:58
99,34.0692,35.261869,233.67,0.3895,2019-06-14T20:35:58
100,34.0692,35.262306,237.95,0.3865,2019-06-14T20:35:58
101,34.0692,35.262743,217.76,0.383,2019-06-14T20:35:58
102,34.0692,35.263181,182.6,0.3666,2019-06-14T20:35:58
103,34.0692,35.263618,149.36,0.3174,2019-06-14T20:35:58
104,34.069727,35.25837,179.18,0.2967,2019-06-14T20:35:58
105,34.069727,35.258808,198.83,0.3358,2019-06-14T20:35:58
106,34.069727,35.259245,230.02,0.3643,2019-06-14T20:35:58
107,34.069727,35.259682,242.46,0.377,2019-06-14T20:35:58
108,34.069727,35.26012,230.38,0.3815,2019-06-14T20:35:58
109,34.069727,35.260557,238.73,0.3853,2019-06-14T20:35:58
110,34.069727,35.260994,231.58,0.3885,2019-06-14T20:35:58
111,34.069727,35.261431,246.02,0.3897,2019-06-14T20:35:58
112,34.069727,35.261869,244.14,0.3891,2019-06-14T20:35:58
113,34.069727,35.262306,237.68,0.3885,2019-06-14T20:35:58
114,34.069727,35.262743,209.94,0.3879,2019-06-14T20:35:58
115,34.069727,35.263181,173.99,0.3792,2019-06-14T20:35:58
116,34.069727,35.263618,167.81,0.3508,2019-06-14T20:35:58
117,34.069727,35.264055,173.82,0.3036,2019-06-14T20:35:58
118,34.070254,35.25837,167.94,0.2781,2019-06-14T20:35:58
119,34.070254,35.258808,196.3,0.3209,2019-06-14T20:35:58
120,34.070254,35.259245,212.71,0.3545,2019-06-14T20:35:58
121,34.070254,35.259682,199.99,0.3696,2019-06-14T20:35:58
122,34.070254,35.26012,221.64,0.3743,2019-06-14T20:35:58
123,34.070254,35.260557,218.18,0.3785,2019-06-14T20:35:58
124,34.070254,35.260994,245.76,0.3821,2019-06-14T20:35:58
125,34.070254,35.261431,238.2,0.3844,2019-06-14T20:35:58
126,34.070254,35.261869,246.55,0.3857,2019-06-14T20:35:58
127,34.070254,35.262306,236.69,0.3869,2019-06-14T20:35:58
128,34.070254,35.262743,209.99,0.388,2019-06-14T20:35:58
129,34.070254,35.263181,193.23,0.382,2019-06-14T20:35:58
130,34.070254,35.263618,185.43,0.361,2019-06-14T20:35:58
131,34.070254,35.264055,166.45,0.3265,2019-06-14T20:35:58
132,34.070254,35.264492,153.83,0.2802,2019-06-14T20:35:58
133,34.070781,35.258808,180.25,0.3044,2019-06-14T20:35:58
134,34.070781,35.259245,208.47,0.343,2019-06-14T20:35:58
135,34.070781,35.259682,214.86,0.3604,2019-06-14T20:35:58
136,34.070781,35.26012,224.86,0.3652,2019-06-14T20:35:58
137,34.070781,35.260557,227.53,0.3696,2019-06-14T20:35:58
138,34.070781,35.260994,228.48,0.3735,2019-06-14T20:35:58
139,34.070781,35.261431,223.58,0.3776,2019-06-14T20:35:58
140,34.070781,35.261869,228.98,0.3816,2019-06-14T20:35:58
141,34.070781,35.262306,237.12,0.3851,2019-06-14T20:35:58
142,34.070781,35.262743,217.66,0.3881,2019-06-14T20:35:58
143,34.070781,35.263181,212.57,0.3844,2019-06-14T20:35:58
144,34.070781,35.263618,217.37,0.3695,2019-06-14T20:35:58
145,34.070781,35.264055,209.0,0.3461,2019-06-14T20:35:58
146,34.070781,35.264492,184.15,0.3131,2019-06-14T20:35:58
147,34.070781,35.26493,138.87,0.2767,2019-06-14T20:35:58
148,34.071307,35.258808,172.11,0.2868,2019-06-14T20:35:58
149,34.071307,35.259245,199.1,0.3297,2019-06-14T20:35:58
150,34.071307,35.259682,222.05,0.3495,2019-06-14T20:35:58
151,34.071307,35.26012,215.17,0.354,2019-06-14T20:35:58
152,34.071307,35.260557,212.1,0.3582,2019-06-14T20:35:58
153,34.071307,35.260994,210.15,0.3621,2019-06-14T20:35:58
154,34.071307,35.261431,212.53,0.3687,2019-06-14T20:35:58
155,34.071307,35.261869,233.45,0.3768,2019-06-14T20:35:58
156,34.071307,35.262306,225.42,0.3832,2019-06-14T20:35:58
157,34.071307,35.262743,222.29,0.3882,2019-06-14T20:35:58
158,34.071307,35.263181,209.26,0.3867,2019-06-14T20:35:58
159,34.071307,35.263618,208.25,0.3766,2019-06-14T20:35:58
160,34.071307,35.264055,234.14,0.3618,2019-06-14T20:35:58
161,34.071307,35.264492,194.05,0.3413,2019-06-14T20:35:58
162,34.071307,35.26493,163.37,0.318,2019-06-14T20:35:58
163,34.071307,35.265367,144.45,0.2947,2019-06-14T20:35:58
164,34.071307,35.265804,120.7,0.27,2019-06-14T20:35:58
165,34.071834,35.258808,178.09,0.2687,2019-06-14T20:35:58
166,34.071834,35.259245,183.44,0.3139,2019-06-14T20:35:58
167,34.071834,35.259682,212.06,0.3359,2019-06-14T20:35:58
168,34.071834,35.26012,202.63,0.3399,2019-06-14T20:35:58
169,34.071834,35.260557,200.91,0.3438,2019-06-14T20:35:58
170,34.071834,35.260994,220.81,0.3476,2019-06-14T20:35:58
171,34.071834,35.261431,219.57,0.3566,2019-06-14T20:35:58
172,34.071834,35.261869,222.76,0.3689,2019-06-14T20:35:58
173,34.071834,35.262306,247.76,0.3783,2019-06-14T20:35:58
174,34.071834,35.262743,234.3,0.3855,2019-06-14T20:35:58
175,34.071834,35.263181,226.18,0.3845,2019-06-14T20:35:58
176,34.071834,35.263618,211.34,0.3743,2019-06-14T20:35:58
177,34.071834,35.264055,207.34,0.3597,2019-06-14T20:35:58
178,34.071834,35.264492,186.64,0.3399,2019-06-14T20:35:58
179,34.071834,35.26493,156.82,0.3225,2019-06-14T20:35:58
180,34.071834,35.265367,170.57,0.3107,2019-06-14T20:35:58
181,34.071834,35.265804,163.71,0.2982,2019-06-14T20:35:58
182,34.071834,35.266241,157.71,0.2852,2019-06-14T20:35:58
183,34.072361,35.259245,178.72,0.2959,2019-06-14T20:35:58
184,34.072361,35.259682,201.56,0.3192,2019-06-14T20:35:58
185,34.072361,35.26012,198.79,0.3229,2019-06-14T20:35:58
186,34.072361,35.260557,188.18,0.3264,2019-06-14T20:35:58
187,34.072361,35.260994,190.17,0.3299,2019-06-14T20:35:58
188,34.072361,35.261431,213.73,0.3406,2019-06-14T20:35:58
189,34.072361,35.261869,216.57,0.3563,2019-06-14T20:35:58
190,34.072361,35.262306,218.37,0.3688,2019-06-14T20:35:58
191,34.072361,35.262743,219.62,0.3784,2019-06-14T20:35:58
192,34.072361,35.263181,215.5,0.3764,2019-06-14T20:35:58
193,34.072361,35.263618,193.57,0.3603,2019-06-14T20:35:58
194,34.072361,35.264055,187.96,0.3375,2019-06-14T20:35:58
195,34.072361,35.264492,167.96,0.3081,2019-06-14T20:35:58
196,34.072361,35.26493,138.52,0.2919,2019-06-14T20:35:58
197,34.072361,35.265367,181.28,0.2926,2019-06-14T20:35:58
198,34.072361,35.265804,169.05,0.2932,2019-06-14T20:35:58
199,34.072361,35.266241,155.6,0.2939,2019-06-14T20:35:58
200,34.072888,35.259245,160.8,0.2771,2019-06-14T20:35:58
201,34.072888,35.259682,175.71,0.3007,2019-06-14T20:35:58
202,34.072888,35.26012,183.34,0.3036,2019-06-14T20:35:58
203,34.072888,35.260557,195.87,0.3064,2019-06-14T20:35:58
204,34.072888,35.260994,183.12,0.3092,2019-06-14T20:35:58
205,34.072888,35.261431,202.86,0.3213,2019-06-14T20:35:58
206,34.072888,35.261869,202.97,0.3405,2019-06-14T20:35:58
207,34.072888,35.262306,230.64,0.3564,2019-06-14T20:35:58
208,34.072888,35.262743,227.24,0.3691,2019-06-14T20:35:58
209,34.072888,35.263181,194.92,0.3655,2019-06-14T20:35:58
210,34.072888,35.263618,200.93,0.3416,2019-06-14T20:35:58
211,34.072888,35.264055,164.89,0.3092,2019-06-14T20:35:58
212,34.072888,35.264492,153.2,0.2713,2019-06-14T20:35:58
213,34.072888,35.265367,150.29,0.2738,2019-06-14T20:35:58
214,34.072888,35.265804,151.47,0.2883,2019-06-14T20:35:58
215,34.072888,35.266241,144.69,0.3024,2019-06-14T20:35:58
216,34.072888,35.266679,152.62,0.2684,2019-06-14T20:35:58
217,34.073415,35.259682,170.82,0.281,2019-06-14T20:35:58
218,34.073415,35.26012,171.93,0.2828,2019-06-14T20:35:58
219,34.073415,35.260557,171.91,0.2847,2019-06-14T20:35:58
220,34.073415,35.260994,175.26,0.2865,2019-06-14T20:35:58
221,34.073415,35.261431,184.23,0.2992,2019-06-14T20:35:58
222,34.073415,35.261869,191.66,0.3215,2019-06-14T20:35:58
223,34.073415,35.262306,197.91,0.341,2019-06-14T20:35:58
224,34.073415,35.262743,204.44,0.3571,2019-06-14T20:35:58
225,34.073415,35.263181,177.69,0.3513,2019-06-14T20:35:58
226,34.073415,35.263618,179.59,0.318,2019-06-14T20:35:58
227,34.073415,35.264055,144.33,0.2767,2019-06-14T20:35:58
228,34.073415,35.265804,181.04,0.2832,2019-06-14T20:35:58
229,34.073415,35.266241,168.14,0.3107,2019-06-14T20:35:58
230,34.073415,35.266679,170.13,0.2971,2019-06-14T20:35:58
231,34.073942,35.259682,138.38,0.2694,2019-06-14T20:35:58
232,34.073942,35.26012,149.15,0.2697,2019-06-14T20:35:58
233,34.073942,35.260557,168.43,0.2701,2019-06-14T20:35:58
234,34.073942,35.260994,155.93,0.2705,2019-06-14T20:35:58
235,34.073942,35.261431,164.41,0.2814,2019-06-14T20:35:58
236,34.073942,35.261869,184.98,0.3024,2019-06-14T20:35:58
237,34.073942,35.262306,208.32,0.322,2019-06-14T20:35:58
238,34.073942,35.262743,190.27,0.3393,2019-06-14T20:35:58
239,34.073942,35.263181,168.4,0.3303,2019-06-14T20:35:58
240,34.073942,35.263618,165.87,0.2897,2019-06-14T20:35:58
241,34.073942,35.265804,152.37,0.2698,2019-06-14T20:35:58
242,34.073942,35.266241,171.39,0.3056,2019-06-14T20:35:58
243,34.073942,35.266679,168.61,0.3071,2019-06-14T20:35:58
244,34.073942,35.267116,155.03,0.2745,2019-06-14T20:35:58
245,34.074469,35.259682,126.24,0.2661,2019-06-14T20:35:58
246,34.074469,35.26012,135.99,0.2647,2019-06-14T20:35:58
247,34.074469,35.260557,162.17,0.2634,2019-06-14T20:35:58
248,34.074469,35.260994,151.07,0.2621,2019-06-14T20:35:58
249,34.074469,35.261431,156.16,0.2691,2019-06-14T20:35:58
250,34.074469,35.261869,181.84,0.2845,2019-06-14T20:35:58
251,34.074469,35.262306,182.12,0.2996,2019-06-14T20:35:58
252,34.074469,35.262743,172.45,0.3141,2019-06-14T20:35:58
253,34.074469,35.263181,155.97,0.3013,2019-06-14T20:35:58
254,34.074469,35.266241,141.59,0.2865,2019-06-14T20:35:58
255,34.074469,35.266679,146.75,0.2994,2019-06-14T20:35:58
256,34.074469,35.267116,148.7,0.2873,2019-06-14T20:35:58
257,34.074469,35.267553,162.8,0.2749,2019-06-14T20:35:58
258,34.074469,35.267991,119.47,0.2626,2019-06-14T20:35:58
259,34.074996,35.259682,145.29,0.2628,2019-06-14T20:35:58
260,34.074996,35.261869,169.12,0.2662,2019-06-14T20:35:58
261,34.074996,35.262306,172.95,0.2756,2019-06-14T20:35:58
262,34.074996,35.262743,156.52,0.2851,2019-06-14T20:35:58
263,34.074996,35.263181,141.47,0.2692,2019-06-14T20:35:58
264,34.074996,35.266241,127.72,0.267,2019-06-14T20:35:58
265,34.074996,35.266679,156.58,0.2914,2019-06-14T20:35:58
266,34.074996,35.267116,152.81,0.2997,2019-06-14T20:35:58
267,34.074996,35.267553,161.76,0.3078,2019-06-14T20:35:58
268,34.074996,35.267991,158.45,0.3157,2019-06-14T20:35:58
269,34.074996,35.268428,131.6,0.2844,2019-06-14T20:35:58
270,34.075523,35.266679,128.91,0.2834,2019-06-14T20:35:58
271,34.075523,35.267116,151.6,0.3118,2019-06-14T20:35:58
272,34.075523,35.267553,162.41,0.3367,2019-06-14T20:35:58
273,34.075523,35.267991,194.48,0.3568,2019-06-14T20:35:58
274,34.075523,35.268428,192.95,0.3489,2019-06-14T20:35:58
275,34.075523,35.268865,162.4,0.3045,2019-06-14T20:35:58
276,34.07605,35.266679,139.15,0.2772,2019-06-14T20:35:58
277,34.07605,35.267116,160.57,0.315,2019-06-14T20:35:58
278,34.07605,35.267553,190.16,0.3464,2019-06-14T20:35:58
279,34.07605,35.267991,238.73,0.3689,2019-06-14T20:35:58
280,34.07605,35.268428,210.26,0.3698,2019-06-14T20:35:58
281,34.07605,35.268865,185.27,0.35,2019-06-14T20:35:58
282,34.07605,35.269302,184.83,0.3228,2019-06-14T20:35:58
283,34.07605,35.26974,147.64,0.2896,2019-06-14T20:35:58
284,34.076577,35.266679,153.09,0.273,2019-06-14T20:35:58
285,34.076577,35.267116,157.9,0.3097,2019-06-14T20:35:58
286,34.076577,35.267553,198.04,0.3412,2019-06-14T20:35:58
287,34.076577,35.267991,218.8,0.3647,2019-06-14T20:35:58
288,34.076577,35.268428,189.8,0.3695,2019-06-14T20:35:58
289,34.076577,35.268865,190.74,0.3603,2019-06-14T20:35:58
290,34.076577,35.269302,197.24,0.3493,2019-06-14T20:35:58
291,34.076577,35.26974,185.99,0.3364,2019-06-14T20:35:58
292,34.077104,35.266679,151.79,0.2688,2019-06-14T20:35:58
293,34.077104,35.267116,157.55,0.3044,2019-06-14T20:35:58
294,34.077104,35.267553,192.24,0.3358,2019-06-14T20:35:58
295,34.077104,35.267991,210.33,0.36,2019-06-14T20:35:58
296,34.077104,35.268428,198.32,0.3691,2019-06-14T20:35:58
297,34.077104,35.268865,196.79,0.369,2019-06-14T20:35:58
298,34.077104,35.269302,215.5,0.3688,2019-06-14T20:35:58
299,34.077104,35.26974,203.83,0.3686,2019-06-14T20:35:58
300,34.077104,35.270177,123.62,0.3152,2019-06-14T20:35:58
301,34.077631,35.266679,161.87,0.2646,2019-06-14T20:35:58
302,34.077631,35.267116,180.5,0.2989,2019-06-14T20:35:58
303,34.077631,35.267553,200.59,0.33,2019-06-14T20:35:58
304,34.077631,35.267991,165.58,0.3548,2019-06-14T20:35:58
305,34.077631,35.268428,185.14,0.3688,2019-06-14T20:35:58
306,34.077631,35.268865,221.27,0.3762,2019-06-14T20:35:58
307,34.077631,35.269302,202.3,0.3821,2019-06-14T20:35:58
308,34.077631,35.26974,189.67,0.3869,2019-06-14T20:35:58
309,34.077631,35.270177,163.75,0.3631,2019-06-14T20:35:58
310,34.078158,35.267116,143.98,0.2937,2019-06-14T20:35:58
311,34.078158,35.267553,167.84,0.3242,2019-06-14T20:35:58
312,34.078158,35.267991,193.19,0.3494,2019-06-14T20:35:58
313,34.078158,35.268428,201.67,0.3673,2019-06-14T20:35:58
314,34.078158,35.268865,236.62,0.3795,2019-06-14T20:35:58
315,34.078158,35.269302,219.07,0.3879,2019-06-14T20:35:58
316,34.078158,35.26974,202.23,0.3937,2019-06-14T20:35:58
317,34.078158,35.270177,201.12,0.3827,2019-06-14T20:35:58
318,34.078158,35.270614,181.76,0.3029,2019-06-14T20:35:58
319,34.078685,35.267116,148.44,0.2889,2019-06-14T20:35:58
320,34.078685,35.267553,162.38,0.3185,2019-06-14T20:35:58
321,34.078685,35.267991,188.68,0.3437,2019-06-14T20:35:58
322,34.078685,35.268428,222.99,0.3645,2019-06-14T20:35:58
323,34.078685,35.268865,208.59,0.3799,2019-06-14T20:35:58
324,34.078685,35.269302,169.67,0.3898,2019-06-14T20:35:58
325,34.078685,35.26974,197.13,0.3958,2019-06-14T20:35:58
326,34.078685,35.270177,205.03,0.3902,2019-06-14T20:35:58
327,34.078685,35.270614,203.46,0.3459,2019-06-14T20:35:58
328,34.079212,35.267116,160.44,0.2841,2019-06-14T20:35:58
329,34.079212,35.267553,170.4,0.3126,2019-06-14T20:35:58
330,34.079212,35.267991,182.68,0.3376,2019-06-14T20:35:58
331,34.079212,35.268428,232.49,0.3615,2019-06-14T20:35:58
332,34.079212,35.268865,235.68,0.3804,2019-06-14T20:35:58
333,34.079212,35.269302,217.97,0.3914,2019-06-14T20:35:58
334,34.079212,35.26974,254.12,0.3976,2019-06-14T20:35:58
335,34.079212,35.270177,215.4,0.3952,2019-06-14T20:35:58
336,34.079212,35.270614,208.26,0.374,2019-06-14T20:35:58
337,34.079212,35.271052,155.7,0.3202,2019-06-14T20:35:58
338,34.079739,35.267116,169.75,0.2793,2019-06-14T20:35:58
339,34.079739,35.267553,181.51,0.3065,2019-06-14T20:35:58
340,34.079739,35.267991,185.65,0.3311,2019-06-14T20:35:58
341,34.079739,35.268428,203.75,0.3583,2019-06-14T20:35:58
342,34.079739,35.268865,204.59,0.3808,2019-06-14T20:35:58
343,34.079739,35.269302,206.46,0.3929,2019-06-14T20:35:58
344,34.079739,35.26974,226.86,0.399,2019-06-14T20:35:58
345,34.079739,35.270177,217.19,0.3984,2019-06-14T20:35:58
346,34.079739,35.270614,190.95,0.3895,2019-06-14T20:35:58
347,34.079739,35.271052,175.21,0.3692,2019-06-14T20:35:58
348,34.079739,35.271489,174.4,0.3294,2019-06-14T20:35:58
349,34.080266,35.267116,151.52,0.278,2019-06-14T20:35:58
350,34.080266,35.267553,152.32,0.3035,2019-06-14T20:35:58
351,34.080266,35.267991,181.98,0.3268,2019-06-14T20:35:58
352,34.080266,35.268428,175.71,0.3556,2019-06-14T20:35:58
353,34.080266,35.268865,202.84,0.3803,2019-06-14T20:35:58
354,34.080266,35.269302,212.78,0.3932,2019-06-14T20:35:58
355,34.080266,35.26974,231.77,0.3993,2019-06-14T20:35:58
356,34.080266,35.270177,235.08,0.3996,2019-06-14T20:35:58
357,34.080266,35.270614,207.58,0.395,2019-06-14T20:35:58
358,34.080266,35.271052,203.01,0.3863,2019-06-14T20:35:58
359,34.080266,35.271489,188.97,0.3707,2019-06-14T20:35:58
360,34.080266,35.271926,116.41,0.291,2019-06-14T20:35:58
361,34.080793,35.267116,170.33,0.2802,2019-06-14T20:35:58
362,34.080793,35.267553,164.26,0.3035,2019-06-14T20:35:58
363,34.080793,35.267991,168.24,0.325,2019-06-14T20:35:58
364,34.080793,35.268428,209.28,0.3534,2019-06-14T20:35:58
365,34.080793,35.268865,242.2,0.3789,2019-06-14T20:35:58
366,34.080793,35.269302,198.48,0.3924,2019-06-14T20:35:58
367,34.080793,35.26974,225.26,0.3989,2019-06-14T20:35:58
368,34.080793,35.270177,252.32,0.3996,2019-06-14T20:35:58
369,34.080793,35.270614,256.58,0.3965,2019-06-14T20:35:58
370,34.080793,35.271052,238.01,0.3916,2019-06-14T20:35:58
371,34.080793,35.271489,200.14,0.3837,2019-06-14T20:35:58
372,34.080793,35.271926,157.73,0.3352,2019-06-14T20:35:58
373,34.08132,35.267116,153.98,0.2825,2019-06-14T20:35:58
374,34.08132,35.267553,166.68,0.3036,2019-06-14T20:35:58
375,34.08132,35.267991,174.92,0.3232,2019-06-14T20:35:58
376,34.08132,35.268428,207.95,0.3512,2019-06-14T20:35:58
377,34.08132,35.268865,220.52,0.3774,2019-06-14T20:35:58
378,34.08132,35.269302,239.49,0.3915,2019-06-14T20:35:58
379,34.08132,35.26974,242.17,0.3984,2019-06-14T20:35:58
380,34.08132,35.270177,238.22,0.3996,2019-06-14T20:35:58
381,34.08132,35.270614,246.49,0.3978,2019-06-14T20:35:58
382,34.08132,35.271052,229.45,0.3953,2019-06-14T20:35:58
383,34.08132,35.271489,192.14,0.392,2019-06-14T20:35:58
384,34.08132,35.271926,181.04,0.3664,2019-06-14T20:35:58
385,34.081846,35.266679,141.52,0.2654,2019-06-14T20:35:58
386,34.081846,35.267116,127.29,0.2847,2019-06-14T20:35:58
387,34.081846,35.267553,172.68,0.3037,2019-06-14T20:35:58
388,34.081846,35.267991,200.4,0.3214,2019-06-14T20:35:58
389,34.081846,35.268428,228.46,0.3489,2019-06-14T20:35:58
390,34.081846,35.268865,222.55,0.3758,2019-06-14T20:35:58
391,34.081846,35.269302,251.17,0.3905,2019-06-14T20:35:58
392,34.081846,35.26974,232.5,0.3979,2019-06-14T20:35:58
393,34.081846,35.270177,246.06,0.3996,2019-06-14T20:35:58
394,34.081846,35.270614,214.31,0.3989,2019-06-14T20:35:58
395,34.081846,35.271052,221.65,0.398,2019-06-14T20:35:58
396,34.081846,35.271489,235.1,0.397,2019-06-14T20:35:58
397,34.081846,35.271926,206.77,0.3849,2019-06-14T20:35:58
398,34.081846,35.272363,154.26,0.3122,2019-06-14T20:35:58
399,34.082373,35.267116,154.03,0.269,2019-06-14T20:35:58
400,34.082373,35.267553,143.88,0.2844,2019-06-14T20:35:58
401,34.082373,35.267991,171.5,0.2995,2019-06-14T20:35:58
402,34.082373,35.268428,214.75,0.3299,2019-06-14T20:35:58
403,34.082373,35.268865,228.78,0.3646,2019-06-14T20:35:58
404,34.082373,35.269302,215.77,0.3848,2019-06-14T20:35:58
405,34.082373,35.26974,216.93,0.3951,2019-06-14T20:35:58
406,34.082373,35.270177,227.95,0.3981,2019-06-14T20:35:58
407,34.082373,35.270614,242.04,0.3982,2019-06-14T20:35:58
408,34.082373,35.271052,215.54,0.3983,2019-06-14T20:35:58
409,34.082373,35.271489,237.45,0.3983,2019-06-14T20:35:58
410,34.082373,35.271926,227.01,0.3911,2019-06-14T20:35:58
